ego	alter	pair	tie	village_code_ego	village_code_alter	T2	T1
DnZh-3ab8753b-9434-4fc1-b606-fc320ba4ea76	nZno-6b2d0c05-ebeb-464b-836e-31493a161740	----------000001111223333333444444445566666667778899aaaabbbbbbbbcccdDeeeeffhnnnoZZ	none	162	162	0.10989010989010989	0.025
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	cPP0-a0f6e8d1-1024-46d0-a5e5-7aebd7ac7140	----------000000001111112233344444445556666667777889aaaaabbbbbcccddddeeeeeefnnoPPZ	none	162	162	0.037037037037037035	0.024390243902439025
yOhj-a2b430ac-7032-40f3-9c65-7f4d20ac26be	nZno-6b2d0c05-ebeb-464b-836e-31493a161740	----------000000011122222333333444444455666666777899aaaabbbbbbccccddeeeeffhjnnoOyZ	none	162	162	0.06382978723404255	0.058823529411764705
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	phxG-ce32e3bc-4448-494e-9fee-c9c2eebec6e1	----------0001111222333334444444445666667889999abbbbbbccccccdeeeeeeeeeeeefGhnnopxZ	none	162	162	0.07142857142857142	0.034482758620689655
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	phxG-3634e5f3-69a2-46ac-9877-e72d80c3ae5c	----------0000111222333333344444455566666667777888999aaaabbbbccccddeeeeeefGhnnopxZ	none	162	162	0.03571428571428571	0.030303030303030304
nZno-5b07c6f8-757a-490d-9e3c-86ea44ca38de	nZno-6b2d0c05-ebeb-464b-836e-31493a161740	----------00000111233333444444455566666677778888999aaaabbbbbccccdddeeeeeefnnnnooZZ	none	162	162	0.10344827586206896	0.017241379310344827
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	rdeV-50d522dc-ec05-4480-97a9-ba86fc5276e0	----------0000000111222233344444455555666666777888999aaabbbbbccccddddeeeeeefnnorVZ	none	162	162	0.09523809523809523	0.08695652173913043
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	CfVZ-b8b4788f-39fe-43bb-a02f-9ce05c8248ca	----------0000011122233333444444455666677888888999aaabbbbbbbbccccCdeeeeeffffnnoVZZ	none	162	162	0.125	0.022222222222222223
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	h4Ru-548f1a79-9be6-4c18-8626-3fda8326e8f6	----------000111112223333344444445566666666677888888999aaabbbbbccddeeeeefffhnnoRuZ	none	162	162	0.03225806451612903	0.047619047619047616
DnZh-3ab8753b-9434-4fc1-b606-fc320ba4ea76	+8qT-90f4af7c-c4c1-4e9d-aa37-e9bfb3d52b45	----------+0001122333333444444445556667777889999aaaaaabbbbbbbcccccddDeeefffffhnqTZ	none	162	162	0.11515151515151516	0.02631578947368421
nZno-0009434b-7350-41fc-82fa-39ee492e40fd	phxG-0f24832c-c95f-44b8-8b26-ef4986ff145a	----------0000001122222333344444444445556678888899999aabbbcccdeeeeffffffffGhnnopxZ	none	162	162	0.0425531914893617	0.06896551724137931
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	phxG-e2baabbb-97dd-4848-a65b-64b93a9634db	----------000111223333344444444556666666778889999aaaaabbbbbbbbbbbcddddeeeeGhnnopxZ	none	162	162	0	0.01639344262295082
nZno-a61842f4-3e31-47e8-9d35-e0993e7477ec	nZno-6b2d0c05-ebeb-464b-836e-31493a161740	----------000011111223333333444444445566666777778889999aabbbbccddeeeeeeeefnnnnooZZ	none	162	162	0.0379746835443038	0.06349206349206349
nZno-42913756-8d30-45ef-9194-53b0b535a914	rdeV-be2fb684-a72c-47f7-86a3-91af9f7d1b55	----------001111122233333444444555555566677777888999999aaaabbbbbcdddeeefffffnnorVZ	none	162	162	0.125	0.03508771929824561
rdeV-4c4d76c2-c8cf-47c5-95b6-49a86b8b7ba9	phxG-3634e5f3-69a2-46ac-9877-e72d80c3ae5c	----------0222333344444455556666667777778888899999aaaaabbbbccccccccdddeeeeffGhprVx	none	162	162	0.053763440860215055	0.05084745762711865
rdeV-4c4d76c2-c8cf-47c5-95b6-49a86b8b7ba9	rdeV-be2fb684-a72c-47f7-86a3-91af9f7d1b55	----------11222344444455556666677777778888899999aaaaabbbbbbbccccccddddeeefffffrrVV	none	162	162	0.11	0.05
nZno-a61842f4-3e31-47e8-9d35-e0993e7477ec	CfVZ-03ccb53d-1296-461f-a247-6647694c6a30	----------00011112223333333444444445566666667777778899999aaabccccCddeeeeefffnnoVZZ	none	162	162	0.08403361344537816	0
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	CfVZ-03ccb53d-1296-461f-a247-6647694c6a30	----------00001111111222333344444445666666666778899999aabbbbcccccccCCdddddeffftvVZ	none	162	162	0.05263157894736842	0
CfVZ-03ccb53d-1296-461f-a247-6647694c6a30	+8qT-90f4af7c-c4c1-4e9d-aa37-e9bfb3d52b45	----------+00011122233333444444445556666667777899999aaaaabbbbccccccCdddeefffffqTVZ	none	162	162	0.13125	0
CfVZ-01c1fb42-fd95-4ad3-ba86-d6d7db831792	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------0011111122233334445555666777888999aaaaaaaabbbbbbbbbbbcCddddddeefffVZ	none	162	162	0.05263157894736842	0.017543859649122806
5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	rdeV-b4d183d8-add4-4d75-85ca-e9360b6274d2	---------00111122233334444455555666777888899aaaaaaaabbbbbbbbbbcddddddddeeeerV	none	162	162	0	0.05555555555555555
rdeV-a0e7df65-bc28-4c07-99b4-31fe2df68566	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00011112223334445555566666777888999aaaaaaabbbbbbbbbbccddddeeeeefffrV	none	162	162	0.0425531914893617	0.022222222222222223
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------000001112333333344455555677788888899999aaaaaaaaabbbbbbbbbbccddeeeePP	none	162	162	0.023255813953488372	0.0196078431372549
UdP6-2d4e8531-676d-44e4-84f5-7c0169eec9a8	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00111112233344444455555666667778888999aaaaaaabbbbbbbbccddddeeeeeefPU	none	162	162	0.02127659574468085	0.10526315789473684
XXn4-04a9d390-d8d0-4da8-92b0-0437f82ff260	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00000001112222333344444555667788889999aaaaaaaabbbbbbbbbdddddeefffnXX	none	162	162	0.10526315789473684	0
cPP0-00ea6c4f-769a-4670-b7af-cc82af90a235	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00000011122233344455556666777788999aaaaaaaaaaabbbbbbbbbccccdeeefffPP	none	162	162	0.024390243902439025	0.03773584905660377
phxG-0f24832c-c95f-44b8-8b26-ef4986ff145a	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------001111222233344444455555666788888999aaaaaaabbbbbbbbbbccdeeefffffGhpx	none	162	162	0.021739130434782608	0
2F9O-e43cec23-24ba-4738-b624-91e611ac3fae	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------011111122222333333444445556667788999aaaaaaaaabbbbbbbbbbcccdeeeeeefFO	none	162	162	0.07142857142857142	0.021739130434782608
cPP0-7ada6876-831c-4940-a905-b2232c85a95b	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------000011112222333344455555566677788889999aaaaaaaaaabbbbbbbbbbcccddeePP	none	162	162	0.0851063829787234	0.0851063829787234
nZno-a61842f4-3e31-47e8-9d35-e0993e7477ec	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00111112233333344444555566777778889999aaaaaaabbbbbbbbcddeeeeeeefnnoZ	none	162	162	0.02857142857142857	0.02127659574468085
phxG-3634e5f3-69a2-46ac-9877-e72d80c3ae5c	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------001112223333334445555566667777888999aaaaaaaaabbbbbbbbcccddeeeeefGhpx	none	162	162	0.06818181818181818	0.017241379310344827
cPP0-b7ac56d4-85d3-4086-8c51-7bb9c59bfee2	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------00011112233344455555556667778888999aaaaaaabbbbbbbbbbbbccccdddeeeefPP	none	162	162	0	0.022222222222222223
h4Ru-423d4e10-3163-44dc-abd5-07058dc5e9ad	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------000011111223333344444455555566778899aaaaaaaabbbbbbbbbccddddddeeeehRu	none	162	162	0	0.02631578947368421
27a9326f-97f5-4286-8b14-af8e583924a6	rdeV-a0e7df65-bc28-4c07-99b4-31fe2df68566	---------00112222223334444455556666666777788888899999aaaabbbccdddeeeeffffffrV	none	162	162	0.09836065573770492	0.015873015873015872
27a9326f-97f5-4286-8b14-af8e583924a6	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	--------011112222233334444555556666777888889999aaaaaaaaabbbbbbbbbdeeefff	none	162	162	0.021739130434782608	0.08108108108108109
phxG-ce32e3bc-4448-494e-9fee-c9c2eebec6e1	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------011112223333444444555667889999aaaaaabbbbbbbbbbcccccdeeeeeeeeeeefGhpx	none	162	162	0	0
CfVZ-56235465-cb7b-4f76-b9d8-18a93e63c331	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------01111122333333344455555566666777888999aaaaaaabbbbbbbbbbbccCddeeeffVZ	none	162	162	0.020833333333333332	0.07142857142857142
phxG-e2baabbb-97dd-4848-a65b-64b93a9634db	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------01112233334444455556666778889999aaaaaaaaaabbbbbbbbbbbbbbbddddeeeGhpx	none	162	162	0	0.0784313725490196
h4Ru-11b67497-7bed-4f2a-b863-cdaa2df098a5	5beb1b3e-a2b5-4a63-95aa-1d10baabb7b8	---------0011111222333444455556667777888999aaaaaaaaaabbbbbbbbbbbcddddeeeffhRu	none	162	162	0	0.08333333333333333
27a9326f-97f5-4286-8b14-af8e583924a6	cPP0-38df848e-ed74-45e6-902c-d94a8cb1483a	---------001122222333344444444555666677788888888899999aaaaabbcccdddeeeeffffPP	none	162	162	0.05357142857142857	0.029411764705882353
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	dWis-f2c59475-0985-4bb1-8bae-0583c8ba6cfa	----------00000111122333344444455555666667788888999aaaabbbbbbbbccccddeeeeffinnosWZ	none	162	162	0	0.041666666666666664
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	2F9O-eeda372c-9332-45c6-a6a5-b876b3c6a880	----------00001112222333333344444555666666667778888999aaaaabbbbbbccccddeeeeeFnnoOZ	none	162	162	0.02631578947368421	0.06451612903225806
79d742ce-a982-492e-acf0-f55e0869ff5e	2F9O-eeda372c-9332-45c6-a6a5-b876b3c6a880	---------00022222233334445555566666777788888999999aaaaaabbcccccddeeeeeeffffFO	none	162	162	0.0847457627118644	0.021739130434782608
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	cPP0-b7ac56d4-85d3-4086-8c51-7bb9c59bfee2	----------000001111223333444444555556666667778888999aabbbbbbbbcccccdddeeeeefnnoPPZ	none	162	162	0.04	0.04
DnZh-5eb7da08-a635-4414-95b4-28eca3700665	2F9O-eeda372c-9332-45c6-a6a5-b876b3c6a880	----------000012222333333444445555556666666777788888999aaaaaaabbbbccccddDeeeeFhnOZ	none	162	162	0.04878048780487805	0.01818181818181818
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	----------0000001111222333344444455566666777888899aabbbbbbbbcccdddddeeeeefffnnorVZ	none	162	162	0.015151515151515152	0.03125
DnZh-5eb7da08-a635-4414-95b4-28eca3700665	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	----------00000011222333444444555555666677778888899aaaabbbbbbcccdddddDeeeefffhnrVZ	none	162	162	0.03508771929824561	0
phxG-0f24832c-c95f-44b8-8b26-ef4986ff145a	dWis-f2c59475-0985-4bb1-8bae-0583c8ba6cfa	----------0001122223344444445555556667888888889999aaaabbbbbbcccccdeefffffffGhipsWx	none	162	162	0.07936507936507936	0
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	79d742ce-a982-492e-acf0-f55e0869ff5e	---------000011111222234444455566667788889999999aabbbccccccCdddddeeeeeffffftv	none	162	162	0.1111111111111111	0.06329113924050633
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	cPP0-31567293-9ae3-43c6-943a-00ca35476950	----------0000000111122333333333444444455556666666777899999aaaabbbbccccdeeeennoPPZ	none	162	162	0.039473684210526314	0.06451612903225806
XXn4-6490415b-3380-4eea-bda8-57af831f862e	nZno-6b2d0c05-ebeb-464b-836e-31493a161740	----------00000111112233333344444444555666666778888899aaaabbbbbbcddeeeeeeffnnnoXXZ	none	162	162	0.05970149253731343	0.08163265306122448
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	phxG-26089553-fef7-47d7-93d1-551e36068ab6	----------0000011111223333334444455555666666667777888999aabbbbbcdddeeeeeffGhnnopxZ	none	162	162	0.041666666666666664	0.034482758620689655
DnZh-5eb7da08-a635-4414-95b4-28eca3700665	phxG-26089553-fef7-47d7-93d1-551e36068ab6	----------00000111223333344444555555556666666777778888999aaaabbbcdddDeeeeffGhhnpxZ	none	162	162	0.017241379310344827	0
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	phxG-9e1064cf-62f8-4347-986e-342c98f6e933	----------0000111122233333334444444456666666677888899999abbbbcccdeeeeeefffGhnnopxZ	none	162	162	0	0.014705882352941176
2F9O-eeda372c-9332-45c6-a6a5-b876b3c6a880	cb47ade1-ff65-4f15-b517-67b6dcd35f6c	---------011122233333444555555666666667777788899aaaaabbbbbccccccddddeeeffffFO	none	162	162	0	0.02631578947368421
phxG-9e1064cf-62f8-4347-986e-342c98f6e933	h4Ru-bfc92c6e-a1ff-4302-bd45-a22deb3c1c3d	----------0011122222233333334444444566666788899999aabbbccccccdddeeeeeffffffGhhpRux	none	162	162	0.017857142857142856	0.043478260869565216
cPP0-7ada6876-831c-4940-a905-b2232c85a95b	2F9O-eeda372c-9332-45c6-a6a5-b876b3c6a880	----------0000122222233333344455555666666777788888899999aaaaaaaabbbbccccccddeeFOPP	none	162	162	0.14035087719298245	0.02631578947368421
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	38289cb4-8b98-49ad-b50d-926671aa1324	---------000011111222233333444444455666666778888899999aaaabbbbbbbccdddeeennoZ	none	162	162	0.08333333333333333	0.03389830508474576
phxG-0f24832c-c95f-44b8-8b26-ef4986ff145a	38289cb4-8b98-49ad-b50d-926671aa1324	---------00111222222333444444445556666788888888999999aaaabbbbbcccddefffffGhpx	yes	162	162	0.034482758620689655	0.09615384615384616
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	38289cb4-8b98-49ad-b50d-926671aa1324	---------0001111111222233344444456666678888889999999aaabbbbbbcccccCddddddeftv	none	162	162	0.04	0.027777777777777776
phxG-9e1064cf-62f8-4347-986e-342c98f6e933	38289cb4-8b98-49ad-b50d-926671aa1324	---------00111222223333334444444566666677888888899999999aaabbbcccddeeefffGhpx	none	162	162	0.05	0.03488372093023256
nZno-6b2d0c05-ebeb-464b-836e-31493a161740	cPP0-7861cdaa-7212-4faa-8f8a-51573e64b019	----------00000111111122233334444445556666667777888899aaaaaabbbbbcccddeeeeffnnoPPZ	none	162	162	0.043478260869565216	0.044444444444444446
fe880937-9679-4529-8f2a-bb57fa6bcaf0	38289cb4-8b98-49ad-b50d-926671aa1324	--------0001122222333444455566667777888888899999999aaaaaabbbbbbccddeffff	none	162	162	0.05714285714285714	0.06896551724137931
nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	nZno-71127bfa-ed44-4711-8333-25b892e884c9	----------00111111222223333334444445555566677778888889999aaaabbbcccddeeeefnnnnooZZ	none	162	162	0.0975609756097561	0.03636363636363636
nZno-66d3906b-0036-4943-bfbb-f5aabaa16123	fe880937-9679-4529-8f2a-bb57fa6bcaf0	---------0000011222333334445556666666777888999999aaaaaaabbbbbbbbcdeffffffnnoZ	none	162	162	0.05970149253731343	0.08333333333333333
cPP0-38df848e-ed74-45e6-902c-d94a8cb1483a	nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	----------00001112223333344444445555566667788888889999aaaaabbcccccddddeeeeefnnoPPZ	none	162	162	0	0.03508771929824561
cPP0-780a88cd-7a8b-47ac-ba9c-89ea136b3c65	nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	----------000011122333334445555566666777788888889999aaaaaaaabbbbcccccccddeeennoPPZ	none	162	162	0.0392156862745098	0.08888888888888889
cPP0-780a88cd-7a8b-47ac-ba9c-89ea136b3c65	nZno-66d3906b-0036-4943-bfbb-f5aabaa16123	----------000001112333333444556666666777888889999aaaaaaaaabbbbbbbbcccccddeffnnoPPZ	none	162	162	0.05555555555555555	0.06666666666666667
2F9O-11c2a715-9330-4f80-a520-e9e96b32b971	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	----------00000011111222222333344455556677778888999999aaabbbbbbcccddddeeeeffffFOrV	none	162	162	0.09433962264150944	0
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	----------0000111111122233334444455556666667888899999aaabbbbccccccCdddddeeefnnotvZ	none	162	162	0.045454545454545456	0.03636363636363636
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	nZno-66d3906b-0036-4943-bfbb-f5aabaa16123	----------0000011111112233333444445666666668899999aaaabbbbbbbbccccCdddddefffnnotvZ	none	162	162	0.14705882352941177	0.1320754716981132
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	h4Ru-14c55d32-c61c-44da-9088-6559224a1ae9	----------00111111222234444445555566777788889999999999aaaaabbccccccdddddeeeefFhORu	none	162	162	0.0975609756097561	0
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	nZno-71127bfa-ed44-4711-8333-25b892e884c9	----------01111111222233344444557777777888888999999999aaabbbbccccddddeeeeeffFnnoOZ	none	162	162	0.08695652173913043	0.027777777777777776
nZno-a61842f4-3e31-47e8-9d35-e0993e7477ec	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0011111223333444445567777777788889999999999aaabbccccddddeeeeeeeeffFnnoOZ	none	162	162	0.043478260869565216	0.02702702702702703
rdeV-7cdb0bf1-90f8-4c9c-93ea-0b696ae610e3	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00000111112334456667777788899999999999aaaabbbbbccccccdddddeeeeeeefffFOrV	none	162	162	0.03636363636363636	0
rdeV-5a5686b9-23d6-4079-8fba-4161afbe3d56	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00111112233444555566666777778888999999999aaaaabbbbbcccddddddeeeeefffFOrV	none	162	162	0.10638297872340426	0.09090909090909091
nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0001111122233344455555666777778888999999999aaaaabbbcccccddddeeeeefFnnoOZ	none	162	162	0.12280701754385964	0.04878048780487805
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	rdeV-87fbb7cb-d1c6-4660-bc0a-f98e9b97497f	----------00011112444566677777777888899999999999aaabbbbbbbccccccdddddeeeeeffffFOrV	none	162	162	0.10526315789473684	0.08823529411764706
phxG-26089553-fef7-47d7-93d1-551e36068ab6	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00011111223334455555666677777778888999999999aaabbbcccdddddeeeeefffFGhOpx	none	162	162	0.05	0
phxG-3634e5f3-69a2-46ac-9877-e72d80c3ae5c	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00111222333344455566677777778888999999999aaaaabbccccccddddeeeeeeffFGhOpx	none	162	162	0.045454545454545456	0.02631578947368421
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	----------00001111222344455567777778888899999999aaabbbbbbcccccdddddddeeeeeffffFOrV	none	162	162	0.043478260869565216	0.05263157894736842
nZno-b1e42724-5fd4-4aad-8835-80e8a7f430bf	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0001111222334444445557777778888889999999aaaaabbbbcccdddddeeeeeffffFnnoOZ	none	162	162	0.06521739130434782	0
CfVZ-e891b41b-6c63-4a4d-b72e-db7d84f58f0d	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00111112234444455667777778888899999999aaabbbbbbccccCdddddddeeeeeffffFOVZ	none	162	162	0.01818181818181818	0.05405405405405406
nZno-66d3906b-0036-4943-bfbb-f5aabaa16123	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0000111112233334445566666777788999999999aaaaaabbbbbbbcccddddeeefffFnnoOZ	none	162	162	0.16326530612244897	0
fe880937-9679-4529-8f2a-bb57fa6bcaf0	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	---------0001112223445556677777778888899999999999aaaaabbbbbccccdddeeeefffffFO	none	162	162	0.07894736842105263	0.021739130434782608
cPP0-b47b9cbf-eeaf-430a-87bf-d6322e65108b	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00001111222334445566777777888899999999aaaabbbbbbbcccccddddeeeeeeffffFOPP	none	162	162	0	0.03333333333333333
cPP0-38df848e-ed74-45e6-902c-d94a8cb1483a	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00011112233444444556777778888888999999999aaaabbbccccccddddddeeeeeeffFOPP	none	162	162	0.057692307692307696	0.022727272727272728
9zKC-dd8e324c-947f-4846-bbb3-b919877f3cad	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0111122333444445677777778888899999999999aaabbbbbbcccccCddddddeeeefffFKOz	none	162	162	0	0
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	cPP0-b7b75524-3622-48e3-9c06-8ef1a05589f7	----------000011112222334445555566777777788888999999999aaabbbbcccccdddeeeeefffFOPP	none	162	162	0.01694915254237288	0.018867924528301886
cPP0-d02dbeac-0bf3-47be-b521-852f4d041166	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0000011111122223444455566777778889999999aaabbbbbbcccccddddddeeeeefffFOPP	none	162	162	0.04	0.02857142857142857
2F9O-11c2a715-9330-4f80-a520-e9e96b32b971	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0000111111122222333445556777777888999999999999aaaabbbbccccdddeeeeeffFFOO	none	162	162	0.08333333333333333	0.03333333333333333
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------0001111111122344445666777788889999999999aabbbbbcccccccCdddddddeeeeffFOtv	none	162	162	0.058823529411764705	0.09375
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	/BKO-277d27da-17a8-427f-93fa-d67f8e63e661	----------/01111122223344566667777777777888899999999aaaaabbBcccddddddeeeeeffffFKOO	none	162	162	0.043478260869565216	0.030303030303030304
cPP0-38df848e-ed74-45e6-902c-d94a8cb1483a	nZno-07030aec-a77e-4167-a318-c77a18059ca5	----------0000001111233334444445556677777778888888999aaaaaaabccccccdddeeeeefnnoPPZ	none	162	162	0.10344827586206896	0.017857142857142856
veCt-8fb91111-d4c9-4b6c-92b6-16d0d48dcc30	nZno-07030aec-a77e-4167-a318-c77a18059ca5	----------000000111111112333444455666677777788889999aaaaabbbcccccccCddddeeefnnotvZ	none	162	162	0.08163265306122448	0.02127659574468085
cPP0-10371a51-437c-4c72-a6a9-5acb1190c962	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00001111111122233444555667777777889999999999aaaaaabbbccccccccdddeeefFOPP	none	162	162	0	0.02564102564102564
cPP0-00ea6c4f-769a-4670-b7af-cc82af90a235	veCt-9910a4e1-79e5-4dc7-aa9d-23eda874f491	----------0000001112223344444455666777777889999999aaaaaaaaabcccccCdddeeeeeffffPPtv	none	162	162	0.045454545454545456	0
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	veCt-9910a4e1-79e5-4dc7-aa9d-23eda874f491	----------0011111122344444557777777888999999999999aaaaaabbccccCddddddeeeeeeeffFOtv	none	162	162	0.10416666666666667	0.022727272727272728
CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	rdeV-87fbb7cb-d1c6-4660-bc0a-f98e9b97497f	----------0000011222444466677777888999999aaaaabbbbbbbbccccccccCdddddeeeeffffffrVVZ	none	162	162	0.05555555555555555	0
cPP0-b47b9cbf-eeaf-430a-87bf-d6322e65108b	CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	----------0000001122222334444566777888999aaaaaabbbbbbbbcccccccCddddeeeeeffffffPPVZ	none	162	162	0	0.038461538461538464
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	----------000011112222444577777888999999999aaaaaabbbbbccccccccCddddddeeeeeffffFOVZ	none	162	162	0.02631578947368421	0.03125
nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	rdeV-a0e7df65-bc28-4c07-99b4-31fe2df68566	----------0000111222233334444555555666666677788889999aaaabbbccccddddeeeeefffnnorVZ	none	162	162	0.05555555555555555	0.019230769230769232
nZno-ca1245e8-7a0d-459c-b6e5-685639a20331	rdeV-aff7775f-e0d0-4378-8bb1-0dd330e7fcb0	----------00000001112233333344455555666777777888899aaaabbbbcccdddddeeeeeffffnnorVZ	none	162	162	0.025	0.03278688524590164
rdeV-50d522dc-ec05-4480-97a9-ba86fc5276e0	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------00000111222244455555667777778888999999999aaaabbbccccccddddddeeeeeeffFOrV	none	162	162	0.07692307692307693	0.041666666666666664
veCt-1dce6f00-fe2a-423b-8578-808b5b30a2d7	1d9745e7-e508-4fff-9de1-0d3774e87894	---------000000111222333444445555677777778888888999aabbbcCdddddeeeeeeeffffftv	none	162	162	0	0.02631578947368421
1d9745e7-e508-4fff-9de1-0d3774e87894	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	---------000111112344444555777777777888889999999999aabbcccddddddeeeeeeeffffFO	none	162	162	0.07142857142857142	0
1d9745e7-e508-4fff-9de1-0d3774e87894	veCt-9910a4e1-79e5-4dc7-aa9d-23eda874f491	---------000111112334444444455577777777888899999999aaaacCddddddeeeeeeeefffftv	none	162	162	0.06060606060606061	0.02127659574468085
2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	cPP0-31567293-9ae3-43c6-943a-00ca35476950	----------00000111122333333444455556667777778899999999999aaaaabbccccccdddeeeefFOPP	none	162	162	0.08064516129032258	0
nZno-a61842f4-3e31-47e8-9d35-e0993e7477ec	h4Ru-b5f8bd49-e793-4edd-b486-3271c1cde34c	----------011112233333334444444445566777777888899999abbbccccdddddeeeeeeeeffhnnoRuZ	none	162	162	0.09333333333333334	0.06349206349206349
h4Ru-b5f8bd49-e793-4edd-b486-3271c1cde34c	/BKO-277d27da-17a8-427f-93fa-d67f8e63e661	----------/1111222233333444444566666777777778888999aaabbbBcccdddddddeeeeeffffhKORu	none	162	162	0.013513513513513514	0.06557377049180328
h4Ru-b5f8bd49-e793-4edd-b486-3271c1cde34c	2F9O-eb8999d9-7a1c-4ddf-9158-c07ce9ba717e	----------011111223334444445567777778888999999999aabbbbbccccccdddddddeeeeeeffFhORu	none	162	162	0.046875	0.05128205128205128
